protein,RNA line ab,binary_RNA line ab
9606.ENSP00000357470,1.1,1
9606.ENSP00000357474,2.9,1
9606.ENSP00000357475,23,1
9606.ENSP00000357480,62.1,1
9606.ENSP00000357484,37.2,1
9606.ENSP00000357494,0,0
9606.ENSP00000357507,218.5,1
9606.ENSP00000357511,0.2,1
9606.ENSP00000357516,320,1
9606.ENSP00000357535,160.2,1
9606.ENSP00000357545,0.3,1
9606.ENSP00000357547,0,0
9606.ENSP00000357552,6.3,1
9606.ENSP00000357555,4624.1,1
9606.ENSP00000357556,0,0
9606.ENSP00000357564,86.9,1
9606.ENSP00000357565,15.8,1
9606.ENSP00000357575,0.9,1
9606.ENSP00000357581,0,0
9606.ENSP00000357583,24.8,1
9606.ENSP00000357588,0,0
9606.ENSP00000357591,0.3,1
9606.ENSP00000357594,0.3,1
9606.ENSP00000357596,14.5,1
9606.ENSP00000357597,21.6,1
9606.ENSP00000357603,2.7,1
9606.ENSP00000357612,114.8,1
9606.ENSP00000357622,20.5,1
9606.ENSP00000357625,46.2,1
9606.ENSP00000357631,0,0
9606.ENSP00000357633,170.8,1
9606.ENSP00000357637,13.6,1
9606.ENSP00000357643,109.3,1
9606.ENSP00000357644,18.1,1
9606.ENSP00000357645,8.4,1
9606.ENSP00000357651,8.7,1
9606.ENSP00000357655,0,0
9606.ENSP00000357660,0,0
9606.ENSP00000357668,0.2,1
9606.ENSP00000357669,0,0
9606.ENSP00000357674,42.5,1
9606.ENSP00000357679,103.4,1
9606.ENSP00000357682,0,0
9606.ENSP00000357688,73.5,1
9606.ENSP00000357691,0,0
9606.ENSP00000357693,1.1,1
9606.ENSP00000357697,1.3,1
9606.ENSP00000357702,0.1,1
9606.ENSP00000357705,8.8,1
9606.ENSP00000357707,0.1,1
9606.ENSP00000357709,80.7,1
9606.ENSP00000357712,0,0
9606.ENSP00000357714,0,0
9606.ENSP00000357718,0,0
9606.ENSP00000357722,0,0
9606.ENSP00000357726,0,0
9606.ENSP00000357727,0,0
9606.ENSP00000357731,0,0
9606.ENSP00000357733,0,0
9606.ENSP00000357736,0,0
9606.ENSP00000357737,0,0
9606.ENSP00000357740,0,0
9606.ENSP00000357744,0,0
9606.ENSP00000357746,0,0
9606.ENSP00000357748,219.3,1
9606.ENSP00000357750,8,1
9606.ENSP00000357751,0,0
9606.ENSP00000357753,0,0
9606.ENSP00000357754,0,0
9606.ENSP00000357759,0,0
9606.ENSP00000357764,0,0
9606.ENSP00000357766,0,0
9606.ENSP00000357768,0,0
9606.ENSP00000357769,0,0
9606.ENSP00000357772,0,0
9606.ENSP00000357773,0,0
9606.ENSP00000357776,0,0
9606.ENSP00000357778,0,0
9606.ENSP00000357779,0,0
9606.ENSP00000357787,18.5,1
9606.ENSP00000357789,0,0
9606.ENSP00000357791,0,0
9606.ENSP00000357796,0,0
9606.ENSP00000357798,0,0
9606.ENSP00000357801,337,1
9606.ENSP00000357804,2.5,1
9606.ENSP00000357807,0,0
9606.ENSP00000357810,0,0
9606.ENSP00000357811,0,0
9606.ENSP00000357812,11.9,1
9606.ENSP00000357823,111.8,1
9606.ENSP00000357829,6.8,1
9606.ENSP00000357835,1.4,1
9606.ENSP00000357836,19.1,1
9606.ENSP00000357838,126.5,1
9606.ENSP00000357840,5.5,1
9606.ENSP00000357842,17.6,1
9606.ENSP00000357844,49.4,1
9606.ENSP00000357858,285.1,1
9606.ENSP00000357863,141.1,1
9606.ENSP00000357869,57.3,1
9606.ENSP00000357873,12.5,1
9606.ENSP00000357879,277.1,1
9606.ENSP00000357880,163.9,1
9606.ENSP00000357881,13,1
9606.ENSP00000357882,0.7,1
9606.ENSP00000357883,75.7,1
9606.ENSP00000357889,0,0
9606.ENSP00000357894,0,0
9606.ENSP00000357900,0,0
9606.ENSP00000357901,41.3,1
9606.ENSP00000357904,8.9,1
9606.ENSP00000357905,0,0
9606.ENSP00000357906,0,0
9606.ENSP00000357907,8,1
9606.ENSP00000357909,1.3,1
9606.ENSP00000357914,4.8,1
9606.ENSP00000357915,0,0
9606.ENSP00000357917,54.3,1
9606.ENSP00000357920,0,0
9606.ENSP00000357922,1.5,1
9606.ENSP00000357927,0.9,1
9606.ENSP00000357928,28.2,1
9606.ENSP00000357943,0,0
9606.ENSP00000357973,4.4,1
9606.ENSP00000357979,0,0
9606.ENSP00000357980,7.6,1
9606.ENSP00000357981,0.2,1
9606.ENSP00000357986,22.3,1
9606.ENSP00000357998,32.3,1
9606.ENSP00000358001,8.5,1
9606.ENSP00000358016,0,0
9606.ENSP00000358019,32.5,1
9606.ENSP00000358022,101.7,1
9606.ENSP00000358033,20.3,1
9606.ENSP00000358035,0.8,1
9606.ENSP00000358042,18.6,1
9606.ENSP00000358045,0.2,1
9606.ENSP00000358059,13,1
9606.ENSP00000358060,44.2,1
9606.ENSP00000358062,0.2,1
9606.ENSP00000358064,34,1
9606.ENSP00000358071,27.9,1
9606.ENSP00000358072,15.2,1
9606.ENSP00000358081,31.5,1
9606.ENSP00000358089,42.3,1
9606.ENSP00000358092,0,0
9606.ENSP00000358098,0.2,1
9606.ENSP00000358099,44.3,1
9606.ENSP00000358105,98.8,1
9606.ENSP00000358106,41.8,1
9606.ENSP00000358107,0.2,1
9606.ENSP00000358120,23.3,1
9606.ENSP00000358126,42.4,1
9606.ENSP00000358140,202.5,1
9606.ENSP00000358142,0.3,1
9606.ENSP00000358147,13,1
9606.ENSP00000358149,0,0
9606.ENSP00000358151,3.6,1
9606.ENSP00000358155,0.8,1
9606.ENSP00000358159,26.2,1
9606.ENSP00000358165,0,0
9606.ENSP00000358183,34,1
9606.ENSP00000358207,0,0
9606.ENSP00000358210,0,0
9606.ENSP00000358211,8.4,1
9606.ENSP00000358212,0,0
9606.ENSP00000358217,0,0
9606.ENSP00000358223,0,0
9606.ENSP00000358232,0,0
9606.ENSP00000358233,7.7,1
9606.ENSP00000358238,0,0
9606.ENSP00000358242,49.3,1
9606.ENSP00000358247,8.8,1
9606.ENSP00000358251,4.7,1
9606.ENSP00000358262,31.2,1
9606.ENSP00000358265,0.3,1
9606.ENSP00000358272,24.7,1
9606.ENSP00000358283,15,1
9606.ENSP00000358293,7.1,1
9606.ENSP00000358301,0.1,1
9606.ENSP00000358307,10.8,1
9606.ENSP00000358309,2,1
9606.ENSP00000358310,0.4,1
9606.ENSP00000358312,18.6,1
9606.ENSP00000358316,0,0
9606.ENSP00000358320,14.1,1
9606.ENSP00000358327,30.4,1
9606.ENSP00000358335,26.3,1
9606.ENSP00000358358,0.2,1
9606.ENSP00000358363,25.7,1
9606.ENSP00000358365,0,0
9606.ENSP00000358374,62.4,1
9606.ENSP00000358391,0,0
9606.ENSP00000358397,23.1,1
9606.ENSP00000358400,10.7,1
9606.ENSP00000358404,14,1
9606.ENSP00000358407,0,0
9606.ENSP00000358413,33.8,1
9606.ENSP00000358414,0,0
9606.ENSP00000358417,216.8,1
9606.ENSP00000358421,0,0
9606.ENSP00000358423,24.5,1
9606.ENSP00000358430,0,0
9606.ENSP00000358451,8.1,1
9606.ENSP00000358458,0.1,1
9606.ENSP00000358460,0.3,1
9606.ENSP00000358464,27.8,1
9606.ENSP00000358466,0,0
9606.ENSP00000358470,0,0
9606.ENSP00000358474,54.4,1
9606.ENSP00000358478,35.2,1
9606.ENSP00000358482,2.1,1
9606.ENSP00000358488,2.6,1
9606.ENSP00000358490,0,0
9606.ENSP00000358495,12.6,1
9606.ENSP00000358496,11.8,1
9606.ENSP00000358497,24.7,1
9606.ENSP00000358501,11,1
9606.ENSP00000358510,5.3,1
9606.ENSP00000358512,0.1,1
9606.ENSP00000358513,6,1
9606.ENSP00000358515,3.6,1
9606.ENSP00000358518,0,0
9606.ENSP00000358519,0.2,1
9606.ENSP00000358525,0,0
9606.ENSP00000358529,1.9,1
9606.ENSP00000358532,0.1,1
9606.ENSP00000358535,0,0
9606.ENSP00000358541,24.3,1
9606.ENSP00000358542,0,0
9606.ENSP00000358547,21.6,1
9606.ENSP00000358548,88.2,1
9606.ENSP00000358549,37.9,1
9606.ENSP00000358554,85.5,1
9606.ENSP00000358563,239.6,1
9606.ENSP00000358565,24.8,1
9606.ENSP00000358571,33.1,1
9606.ENSP00000358575,0,0
9606.ENSP00000358576,13.7,1
9606.ENSP00000358582,11.3,1
9606.ENSP00000358590,10.1,1
9606.ENSP00000358596,2.8,1
9606.ENSP00000358616,57.8,1
9606.ENSP00000358617,15.6,1
9606.ENSP00000358635,331.1,1
9606.ENSP00000358644,0,0
9606.ENSP00000358674,76.9,1
9606.ENSP00000358677,0,0
9606.ENSP00000358695,6.1,1
9606.ENSP00000358696,6.4,1
9606.ENSP00000358698,0.7,1
9606.ENSP00000358703,0,0
9606.ENSP00000358714,12.8,1
9606.ENSP00000358715,0,0
9606.ENSP00000358716,13.5,1
9606.ENSP00000358718,0,0
9606.ENSP00000358719,43.4,1
9606.ENSP00000358723,56.5,1
9606.ENSP00000358727,97,1
9606.ENSP00000358730,0.05,1
9606.ENSP00000358737,69.4,1
9606.ENSP00000358739,3.7,1
9606.ENSP00000358742,6.6,1
9606.ENSP00000358747,0.3,1
9606.ENSP00000358753,0.8,1
9606.ENSP00000358755,0.9,1
9606.ENSP00000358762,7.5,1
9606.ENSP00000358765,10.3,1
9606.ENSP00000358770,18,1
9606.ENSP00000358777,133.8,1
9606.ENSP00000358778,12.9,1
9606.ENSP00000358783,0,0
9606.ENSP00000358784,0,0
9606.ENSP00000358786,0,0
9606.ENSP00000358794,0.1,1
9606.ENSP00000358795,0.4,1
9606.ENSP00000358798,0,0
9606.ENSP00000358799,17.6,1
9606.ENSP00000358802,1.7,1
9606.ENSP00000358807,0,0
9606.ENSP00000358810,18.4,1
9606.ENSP00000358812,70.6,1
9606.ENSP00000358813,60.7,1
9606.ENSP00000358814,69.2,1
9606.ENSP00000358815,0.7,1
9606.ENSP00000358820,0,0
9606.ENSP00000358824,7.6,1
9606.ENSP00000358831,14.1,1
9606.ENSP00000358840,502.2,1
9606.ENSP00000358851,27.1,1
9606.ENSP00000358853,7,1
9606.ENSP00000358854,18.1,1
9606.ENSP00000358857,55.8,1
9606.ENSP00000358862,18.5,1
9606.ENSP00000358865,11,1
9606.ENSP00000358866,224,1
9606.ENSP00000358867,30,1
9606.ENSP00000358880,6.5,1
9606.ENSP00000358884,5.1,1
9606.ENSP00000358886,1.9,1
9606.ENSP00000358888,11.8,1
9606.ENSP00000358894,6.9,1
9606.ENSP00000358896,23.8,1
9606.ENSP00000358902,2.6,1
9606.ENSP00000358903,0,0
9606.ENSP00000358909,0.7,1
9606.ENSP00000358918,17.8,1
9606.ENSP00000358921,109.9,1
9606.ENSP00000358925,61.4,1
9606.ENSP00000358931,0,0
9606.ENSP00000358932,0,0
9606.ENSP00000358945,0,0
9606.ENSP00000358953,65,1
9606.ENSP00000358955,0.1,1
9606.ENSP00000358956,7.1,1
9606.ENSP00000358963,0.5,1
9606.ENSP00000358965,0,0
9606.ENSP00000358966,0,0
9606.ENSP00000358967,0,0
9606.ENSP00000358983,20.5,1
9606.ENSP00000358994,15.3,1
9606.ENSP00000358997,57.6,1
9606.ENSP00000358999,3.9,1
9606.ENSP00000359000,45.9,1
9606.ENSP00000359013,0,0
9606.ENSP00000359018,1.1,1
9606.ENSP00000359019,0,0
9606.ENSP00000359022,5.9,1
9606.ENSP00000359025,20.9,1
9606.ENSP00000359034,0,0
9606.ENSP00000359042,48.5,1
9606.ENSP00000359045,4.6,1
9606.ENSP00000359049,0,0
9606.ENSP00000359050,20.4,1
9606.ENSP00000359052,33.2,1
9606.ENSP00000359070,52.2,1
9606.ENSP00000359073,0.6,1
9606.ENSP00000359077,3.5,1
9606.ENSP00000359085,0,0
9606.ENSP00000359095,23.9,1
9606.ENSP00000359096,0,0
9606.ENSP00000359098,236.1,1
9606.ENSP00000359100,0,0
9606.ENSP00000359114,0,0
9606.ENSP00000359119,0,0
9606.ENSP00000359127,47.5,1
9606.ENSP00000359128,192.6,1
9606.ENSP00000359130,6.5,1
9606.ENSP00000359132,18.3,1
9606.ENSP00000359149,11,1
9606.ENSP00000359151,20.3,1
9606.ENSP00000359160,30.6,1
9606.ENSP00000359170,55.4,1
9606.ENSP00000359171,44,1
9606.ENSP00000359172,12.7,1
9606.ENSP00000359181,18.4,1
9606.ENSP00000359198,29.5,1
9606.ENSP00000359204,0,0
9606.ENSP00000359206,14.1,1
9606.ENSP00000359211,0,0
9606.ENSP00000359212,0.4,1
9606.ENSP00000359215,5.5,1
9606.ENSP00000359216,17.8,1
9606.ENSP00000359219,1.9,1
9606.ENSP00000359221,7.5,1
9606.ENSP00000359222,7.4,1
9606.ENSP00000359224,1.5,1
9606.ENSP00000359225,307.2,1
9606.ENSP00000359230,39.6,1
9606.ENSP00000359233,43.7,1
9606.ENSP00000359240,21.5,1
9606.ENSP00000359245,0,0
9606.ENSP00000359258,9.6,1
9606.ENSP00000359264,1.3,1
9606.ENSP00000359271,10.1,1
9606.ENSP00000359285,0,0
9606.ENSP00000359292,20.4,1
9606.ENSP00000359295,56.7,1
9606.ENSP00000359297,85.5,1
9606.ENSP00000359300,55.3,1
9606.ENSP00000359305,24.3,1
9606.ENSP00000359310,0,0
9606.ENSP00000359319,1.2,1
9606.ENSP00000359321,31.1,1
9606.ENSP00000359333,0.9,1
9606.ENSP00000359337,0,0
9606.ENSP00000359339,9.8,1
9606.ENSP00000359340,0,0
9606.ENSP00000359345,1871.2,1
9606.ENSP00000359353,0,0
9606.ENSP00000359356,8.6,1
9606.ENSP00000359357,1.2,1
9606.ENSP00000359361,0,0
9606.ENSP00000359364,54.6,1
9606.ENSP00000359370,1.1,1
9606.ENSP00000359375,0,0
9606.ENSP00000359376,5,1
9606.ENSP00000359378,0,0
9606.ENSP00000359380,433.7,1
9606.ENSP00000359382,0,0
9606.ENSP00000359384,0,0
9606.ENSP00000359385,14.3,1
9606.ENSP00000359392,0,0
9606.ENSP00000359393,324.4,1
9606.ENSP00000359396,0,0
9606.ENSP00000359398,25,1
9606.ENSP00000359401,0,0
9606.ENSP00000359410,0.5,1
9606.ENSP00000359411,6.4,1
9606.ENSP00000359415,0.2,1
9606.ENSP00000359417,43.9,1
9606.ENSP00000359423,6.1,1
9606.ENSP00000359424,38.7,1
9606.ENSP00000359434,37.8,1
9606.ENSP00000359444,0.6,1
9606.ENSP00000359446,0,0
9606.ENSP00000359454,0,0
9606.ENSP00000359464,7.8,1
9606.ENSP00000359474,1,1
9606.ENSP00000359478,0.3,1
9606.ENSP00000359483,10.1,1
9606.ENSP00000359484,27.4,1
9606.ENSP00000359485,0,0
9606.ENSP00000359488,0,0
9606.ENSP00000359489,9.9,1
9606.ENSP00000359490,0,0
9606.ENSP00000359497,0,0
9606.ENSP00000359498,0,0
9606.ENSP00000359504,0,0
9606.ENSP00000359505,6.2,1
9606.ENSP00000359506,65.8,1
9606.ENSP00000359507,40.8,1
9606.ENSP00000359512,0,0
9606.ENSP00000359518,18.5,1
9606.ENSP00000359520,6,1
9606.ENSP00000359521,20.4,1
9606.ENSP00000359524,0,0
9606.ENSP00000359526,22.1,1
9606.ENSP00000359531,36.8,1
9606.ENSP00000359532,0,0
9606.ENSP00000359534,0,0
9606.ENSP00000359539,107.1,1
9606.ENSP00000359540,24.3,1
9606.ENSP00000359546,0,0
9606.ENSP00000359549,0,0
9606.ENSP00000359550,0,0
9606.ENSP00000359552,44.7,1
9606.ENSP00000359557,3.4,1
9606.ENSP00000359563,0,0
9606.ENSP00000359567,0,0
9606.ENSP00000359571,0,0
9606.ENSP00000359575,13.1,1
9606.ENSP00000359581,27.2,1
9606.ENSP00000359583,0.2,1
9606.ENSP00000359594,0,0
9606.ENSP00000359596,0,0
9606.ENSP00000359600,8.1,1
9606.ENSP00000359603,0.6,1
9606.ENSP00000359606,15.9,1
9606.ENSP00000359607,1.5,1
9606.ENSP00000359609,3.8,1
9606.ENSP00000359612,12.8,1
9606.ENSP00000359621,12.7,1
9606.ENSP00000359629,0,0
9606.ENSP00000359630,0.6,1
9606.ENSP00000359634,0,0
9606.ENSP00000359640,14.7,1
9606.ENSP00000359645,481.9,1
9606.ENSP00000359660,7.6,1
9606.ENSP00000359663,0,0
9606.ENSP00000359664,0,0
9606.ENSP00000359665,19.3,1
9606.ENSP00000359668,0,0
9606.ENSP00000359674,0,0
9606.ENSP00000359675,127.3,1
9606.ENSP00000359680,0,0
9606.ENSP00000359682,0,0
9606.ENSP00000359685,97,1
9606.ENSP00000359688,54.3,1
9606.ENSP00000359691,0.2,1
9606.ENSP00000359693,0,0
9606.ENSP00000359698,4.6,1
9606.ENSP00000359699,0,0
9606.ENSP00000359707,0.4,1
9606.ENSP00000359719,12.6,1
9606.ENSP00000359727,22.5,1
9606.ENSP00000359729,14.3,1
9606.ENSP00000359740,22.6,1
9606.ENSP00000359768,16.7,1
9606.ENSP00000359778,0.1,1
9606.ENSP00000359782,1.8,1
9606.ENSP00000359783,0,0
9606.ENSP00000359787,0,0
9606.ENSP00000359788,8.4,1
9606.ENSP00000359793,0,0
9606.ENSP00000359795,0,0
9606.ENSP00000359799,18.7,1
9606.ENSP00000359802,15.2,1
9606.ENSP00000359804,54.8,1
9606.ENSP00000359819,19.6,1
9606.ENSP00000359820,3.4,1
9606.ENSP00000359829,47.4,1
9606.ENSP00000359837,29.3,1
9606.ENSP00000359848,14.8,1
9606.ENSP00000359859,8.8,1
9606.ENSP00000359864,121.8,1
9606.ENSP00000359866,0,0
9606.ENSP00000359871,54.9,1
9606.ENSP00000359890,19.8,1
9606.ENSP00000359892,0.9,1
9606.ENSP00000359904,31.5,1
9606.ENSP00000359910,371.9,1
9606.ENSP00000359925,47.9,1
9606.ENSP00000359935,13.6,1
9606.ENSP00000359939,52.5,1
9606.ENSP00000359940,1.8,1
9606.ENSP00000359942,0.2,1
9606.ENSP00000359956,168,1
9606.ENSP00000359958,111.1,1
9606.ENSP00000359976,27.3,1
9606.ENSP00000359982,13.8,1
9606.ENSP00000359988,151.5,1
9606.ENSP00000359990,100,1
9606.ENSP00000359991,639.8,1
9606.ENSP00000360002,69.7,1
9606.ENSP00000360017,7.5,1
9606.ENSP00000360020,0.2,1
9606.ENSP00000360021,36.6,1
9606.ENSP00000360025,3,1
9606.ENSP00000360028,0,0
9606.ENSP00000360034,435.2,1
9606.ENSP00000360035,4.3,1
9606.ENSP00000360046,0,0
9606.ENSP00000360054,0.3,1
9606.ENSP00000360058,18.3,1
9606.ENSP00000360060,1.1,1
9606.ENSP00000360065,1.1,1
9606.ENSP00000360069,0,0
9606.ENSP00000360076,0,0
9606.ENSP00000360107,2.7,1
9606.ENSP00000360108,14.6,1
9606.ENSP00000360112,15.7,1
9606.ENSP00000360116,0,0
9606.ENSP00000360120,0.1,1
9606.ENSP00000360124,24,1
9606.ENSP00000360129,6.1,1
9606.ENSP00000360133,28.2,1
9606.ENSP00000360138,16.5,1
9606.ENSP00000360141,1499,1
9606.ENSP00000360147,0,0
9606.ENSP00000360149,2,1
9606.ENSP00000360154,30.5,1
9606.ENSP00000360157,1.2,1
9606.ENSP00000360158,0,0
9606.ENSP00000360162,66.6,1
9606.ENSP00000360165,0,0
9606.ENSP00000360166,0,0
9606.ENSP00000360167,0,0
9606.ENSP00000360170,0,0
9606.ENSP00000360181,0,0
9606.ENSP00000360183,25.5,1
9606.ENSP00000360184,97.6,1
9606.ENSP00000360190,0,0
9606.ENSP00000360191,0,0
9606.ENSP00000360195,0.1,1
9606.ENSP00000360200,5.1,1
9606.ENSP00000360210,0,0
9606.ENSP00000360214,0,0
9606.ENSP00000360215,0,0
9606.ENSP00000360216,0,0
9606.ENSP00000360217,0,0
9606.ENSP00000360231,3.1,1
9606.ENSP00000360240,0,0
9606.ENSP00000360242,15.3,1
9606.ENSP00000360244,0,0
9606.ENSP00000360247,0,0
9606.ENSP00000360250,0,0
9606.ENSP00000360252,3.6,1
9606.ENSP00000360255,0,0
9606.ENSP00000360262,1.6,1
9606.ENSP00000360266,2,1
9606.ENSP00000360268,117.1,1
9606.ENSP00000360269,0,0
9606.ENSP00000360270,31.1,1
9606.ENSP00000360280,0,0
9606.ENSP00000360281,0,0
9606.ENSP00000360290,8,1
9606.ENSP00000360293,2.4,1
9606.ENSP00000360296,2.1,1
9606.ENSP00000360299,0,0
9606.ENSP00000360305,91.5,1
9606.ENSP00000360310,0,0
9606.ENSP00000360312,0,0
9606.ENSP00000360315,0,0
9606.ENSP00000360316,250.5,1
9606.ENSP00000360317,0,0
9606.ENSP00000360320,0,0
9606.ENSP00000360323,0,0
9606.ENSP00000360327,8.3,1
9606.ENSP00000360329,43.7,1
9606.ENSP00000360360,0,0
9606.ENSP00000360365,18,1
9606.ENSP00000360366,0.8,1
9606.ENSP00000360371,49.1,1
9606.ENSP00000360372,0,0
9606.ENSP00000360376,0.5,1
9606.ENSP00000360379,0.2,1
9606.ENSP00000360381,0,0
9606.ENSP00000360398,1.8,1
9606.ENSP00000360411,0,0
9606.ENSP00000360412,39.2,1
9606.ENSP00000360421,57,1
9606.ENSP00000360423,0.1,1
9606.ENSP00000360425,0,0
9606.ENSP00000360431,2.2,1
9606.ENSP00000360436,0.6,1
9606.ENSP00000360437,15.9,1
9606.ENSP00000360441,0,0
9606.ENSP00000360455,0,0
9606.ENSP00000360464,33.7,1
9606.ENSP00000360472,0,0
9606.ENSP00000360473,13.3,1
9606.ENSP00000360475,2.8,1
9606.ENSP00000360483,73.2,1
9606.ENSP00000360485,0,0
9606.ENSP00000360488,13,1
9606.ENSP00000360492,555.7,1
9606.ENSP00000360493,0,0
9606.ENSP00000360497,24.4,1
9606.ENSP00000360498,37.4,1
9606.ENSP00000360500,0,0
9606.ENSP00000360502,0,0
9606.ENSP00000360515,9,1
9606.ENSP00000360522,0,0
9606.ENSP00000360525,228.3,1
9606.ENSP00000360526,22.3,1
9606.ENSP00000360530,50,1
9606.ENSP00000360532,41.8,1
9606.ENSP00000360538,0,0
9606.ENSP00000360540,64.8,1
9606.ENSP00000360541,35.1,1
9606.ENSP00000360552,0,0
9606.ENSP00000360560,0,0
9606.ENSP00000360561,0,0
9606.ENSP00000360569,59.6,1
9606.ENSP00000360576,10,1
9606.ENSP00000360577,0,0
9606.ENSP00000360583,3.8,1
9606.ENSP00000360593,31.9,1
9606.ENSP00000360597,0,0
9606.ENSP00000360608,0,0
9606.ENSP00000360609,3197.5,1
9606.ENSP00000360613,86.3,1
9606.ENSP00000360623,48.9,1
9606.ENSP00000360626,1.7,1
9606.ENSP00000360635,30.7,1
9606.ENSP00000360642,10.1,1
9606.ENSP00000360644,68.5,1
9606.ENSP00000360645,11,1
9606.ENSP00000360660,8.6,1
9606.ENSP00000360664,111.1,1
9606.ENSP00000360671,752.1,1
9606.ENSP00000360672,2.6,1
9606.ENSP00000360676,18.7,1
9606.ENSP00000360682,1.7,1
9606.ENSP00000360683,30.8,1
9606.ENSP00000360687,0.6,1
9606.ENSP00000360688,134.5,1
9606.ENSP00000360689,31,1
9606.ENSP00000360690,1.3,1
9606.ENSP00000360696,0,0
9606.ENSP00000360715,10.4,1
9606.ENSP00000360718,15.4,1
9606.ENSP00000360727,76.8,1
9606.ENSP00000360730,19,1
9606.ENSP00000360753,0,0
9606.ENSP00000360757,11.7,1
9606.ENSP00000360761,12.7,1
9606.ENSP00000360762,2.3,1
9606.ENSP00000360764,3.7,1
9606.ENSP00000360776,45.5,1
9606.ENSP00000360777,6.2,1
9606.ENSP00000360782,77.9,1
9606.ENSP00000360793,27.3,1
9606.ENSP00000360797,0.3,1
9606.ENSP00000360798,28.7,1
9606.ENSP00000360803,0.6,1
9606.ENSP00000360806,0,0
9606.ENSP00000360811,0,0
9606.ENSP00000360821,41.9,1
9606.ENSP00000360822,0,0
9606.ENSP00000360824,0,0
9606.ENSP00000360829,0,0
9606.ENSP00000360850,88.9,1
9606.ENSP00000360855,0,0
9606.ENSP00000360858,2.6,1
9606.ENSP00000360860,20.9,1
9606.ENSP00000360869,1,1
9606.ENSP00000360871,0,0
9606.ENSP00000360874,0,0
9606.ENSP00000360882,0,0
9606.ENSP00000360883,0.6,1
9606.ENSP00000360891,0.6,1
9606.ENSP00000360899,0.9,1
9606.ENSP00000360905,0,0
9606.ENSP00000360913,0.9,1
9606.ENSP00000360916,31.6,1
9606.ENSP00000360918,0,0
9606.ENSP00000360922,122.4,1
9606.ENSP00000360938,0,0
9606.ENSP00000360939,64.8,1
9606.ENSP00000360944,29.4,1
9606.ENSP00000360958,0,0
9606.ENSP00000360961,0,0
9606.ENSP00000360966,2,1
9606.ENSP00000360968,0,0
9606.ENSP00000360973,0,0
9606.ENSP00000360985,18.6,1
9606.ENSP00000360988,0,0
9606.ENSP00000360991,0,0
9606.ENSP00000360994,4.1,1
9606.ENSP00000360997,0.1,1
9606.ENSP00000360998,0,0
9606.ENSP00000361001,28.1,1
9606.ENSP00000361004,0,0
9606.ENSP00000361007,0,0
9606.ENSP00000361009,4.1,1
9606.ENSP00000361010,21.5,1
9606.ENSP00000361014,23.8,1
9606.ENSP00000361021,16.6,1
9606.ENSP00000361025,0,0
9606.ENSP00000361027,25.1,1
9606.ENSP00000361032,19.2,1
9606.ENSP00000361036,0,0
9606.ENSP00000361042,20.4,1
9606.ENSP00000361043,44.6,1
9606.ENSP00000361048,2.2,1
9606.ENSP00000361057,75.7,1
9606.ENSP00000361060,34.2,1
9606.ENSP00000361064,29.9,1
9606.ENSP00000361066,12.2,1
9606.ENSP00000361072,0,0
9606.ENSP00000361076,1831.4,1
9606.ENSP00000361083,0,0
9606.ENSP00000361084,71.2,1
9606.ENSP00000361087,0,0
9606.ENSP00000361092,8.4,1
9606.ENSP00000361095,26.5,1
9606.ENSP00000361097,0,0
9606.ENSP00000361107,15.8,1
9606.ENSP00000361110,10.5,1
9606.ENSP00000361112,23,1
9606.ENSP00000361120,22.7,1
9606.ENSP00000361140,94,1
9606.ENSP00000361141,0,0
9606.ENSP00000361143,17.1,1
9606.ENSP00000361151,0.7,1
9606.ENSP00000361158,3.9,1
9606.ENSP00000361160,11.5,1
9606.ENSP00000361162,21,1
9606.ENSP00000361170,8.7,1
9606.ENSP00000361173,0,0
9606.ENSP00000361177,0,0
9606.ENSP00000361180,79.8,1
9606.ENSP00000361186,23.1,1
9606.ENSP00000361199,0,0
9606.ENSP00000361202,0.3,1
9606.ENSP00000361206,64.3,1
9606.ENSP00000361207,208.4,1
9606.ENSP00000361214,0,0
9606.ENSP00000361219,39.8,1
9606.ENSP00000361232,32.8,1
9606.ENSP00000361238,0.1,1
9606.ENSP00000361245,29.7,1
9606.ENSP00000361263,45.1,1
9606.ENSP00000361266,1.1,1
9606.ENSP00000361272,0.1,1
9606.ENSP00000361275,3.7,1
9606.ENSP00000361278,0,0
9606.ENSP00000361281,0.1,1
9606.ENSP00000361285,31.9,1
9606.ENSP00000361287,0,0
9606.ENSP00000361298,102.8,1
9606.ENSP00000361302,17.3,1
9606.ENSP00000361306,11.9,1
9606.ENSP00000361310,13.1,1
9606.ENSP00000361311,3.6,1
9606.ENSP00000361331,62.6,1
9606.ENSP00000361337,0.1,1
9606.ENSP00000361338,0.2,1
9606.ENSP00000361345,16,1
9606.ENSP00000361355,8.9,1
9606.ENSP00000361359,2.3,1
9606.ENSP00000361363,27.4,1
9606.ENSP00000361366,0.1,1
9606.ENSP00000361373,0,0
9606.ENSP00000361383,21.2,1
9606.ENSP00000361392,0.7,1
9606.ENSP00000361397,0,0
9606.ENSP00000361400,0,0
9606.ENSP00000361405,0,0
9606.ENSP00000361411,1.7,1
9606.ENSP00000361413,0,0
9606.ENSP00000361418,31.7,1
9606.ENSP00000361423,23.5,1
9606.ENSP00000361433,75.8,1
9606.ENSP00000361446,30.3,1
9606.ENSP00000361458,19.1,1
9606.ENSP00000361465,64.7,1
